# mcs  k  T(k)  Q(k)  Eavg(k)
        8600   15     1.682353          -20       -68.1204007109
        8600   16     1.788235          -20       -87.7577986853
        8600   17     1.894118           16       -77.6474140781
        8600   18     2.000000          -10       -71.3234723229
        8610    1     0.200000          -50      -100.3265327926
        8610    2     0.305882           62       -99.6118700747
        8610    3     0.411765           60       -99.7837978419
        8610    4     0.517647          -58       -97.7854627983
        8610    5     0.623529          -64      -100.2304976286
        8610    6     0.729412            8       -98.3663926209
        8610    7     0.835294          -26       -92.2624359222
        8610    8     0.941176           28       -96.2519666721
        8610    9     1.047059           38       -93.0455548606
        8610   10     1.152941          -36       -85.8388014767
        8610   11     1.258824            6       -89.6722217409
        8610   12     1.364706          -22       -82.2459342056
        8610   13     1.470588           24       -86.3816360522
        8610   14     1.576471            8       -84.4875847563
        8610   15     1.682353           -4       -78.9296951921
        8610   16     1.788235          -28       -77.5454392465
        8610   17     1.894118          -34       -76.3520325060
        8610   18     2.000000            4       -68.5139477127
        8620    1     0.200000          -52      -100.1557395936
        8620    2     0.305882           64      -100.4225679565
        8620    3     0.411765           62       -99.8446728620
        8620    4     0.517647          -60       -99.1103431818
        8620    5     0.623529          -56      -100.2512074734
        8620    6     0.729412          -28       -93.6559261973
        8620    7     0.835294            6       -95.8201441525
        8620    8     0.941176           36       -93.7446147981
        8620    9     1.047059            0       -91.1587525421
        8620   10     1.152941          -30       -89.6974513913
        8620   11     1.258824            2       -88.4816086244
        8620   12     1.364706           12       -84.1269600061
        8620   13     1.470588          -26       -86.4936042726
        8620   14     1.576471           -8       -78.7743030245
        8620   15     1.682353           -2       -75.0817297413
        8620   16     1.788235           -8       -71.5308343217
        8620   17     1.894118          -12       -74.5300284220
        8620   18     2.000000           16       -83.6299429670
        8630    1     0.200000           64      -100.4225679565
        8630    2     0.305882          -50      -100.3265327926
        8630    3     0.411765           62       -99.8446728620
        8630    4     0.517647          -52       -95.5732248699
        8630    5     0.623529          -24       -97.1456331202
        8630    6     0.729412          -50       -97.2834872215
        8630    7     0.835294          -52       -95.9946073848
        8630    8     0.941176            4       -93.7741119769
        8630    9     1.047059          -38       -93.2036890688
        8630   10     1.152941           16       -94.3760693112
        8630   11     1.258824           20       -88.8235722827
        8630   12     1.364706            4       -84.5572152579
        8630   13     1.470588            6       -77.3224112676
        8630   14     1.576471          -32       -83.2404032405
        8630   15     1.682353          -34       -76.8224423659
        8630   16     1.788235            0       -76.9136258248
        8630   17     1.894118          -28       -77.7024876705
        8630   18     2.000000          -10       -72.8638427620
        8640    1     0.200000           62      -100.2517747576
        8640    2     0.305882           64      -100.0798469904
        8640    3     0.411765          -50      -100.3265327926
        8640    4     0.517647          -62       -99.7625207130
        8640    5     0.623529          -22       -95.0502124278
        8640    6     0.729412           48       -99.2584094052
        8640    7     0.835294           40       -94.6670465917
        8640    8     0.941176          -36       -89.4669331711
        8640    9     1.047059            8       -95.4267774475
        8640   10     1.152941           22       -91.5222307607
        8640   11     1.258824            6       -88.7530951299
        8640   12     1.364706          -28       -88.6211645447
        8640   13     1.470588           18       -80.6164835757
        8640   14     1.576471          -26       -86.2686864496
        8640   15     1.682353          -40       -87.4462441625
        8640   16     1.788235          -18       -73.7414068498
        8640   17     1.894118            4       -72.6387837482
        8640   18     2.000000          -24       -69.6090229824
        8650    1     0.200000           64      -100.4225679565
        8650    2     0.305882           62       -99.8446728620
        8650    3     0.411765           64      -100.2304976286
        8650    4     0.517647           56       -99.5029947783
        8650    5     0.623529          -50       -98.5729944944
        8650    6     0.729412           20       -94.1902930785
        8650    7     0.835294           -6       -97.1694701657
        8650    8     0.941176          -12       -90.3219533810
        8650    9     1.047059           22       -93.8658083434
        8650   10     1.152941           -4       -92.2008762508
        8650   11     1.258824           42       -95.4262963474
        8650   12     1.364706          -16       -84.3763133997
        8650   13     1.470588          -20       -84.3592329625
        8650   14     1.576471           18       -74.8951866571
        8650   15     1.682353          -16       -80.1852451713
        8650   16     1.788235          -10       -74.1494530037
        8650   17     1.894118          -20       -80.6379815056
        8650   18     2.000000            0       -73.5669251970
        8660    1     0.200000           62      -100.2517747576
        8660    2     0.305882           60       -99.9199981811
        8660    3     0.411765           64      -100.0798469904
        8660    4     0.517647          -52      -100.0913586641
        8660    5     0.623529           50       -97.9080043700
        8660    6     0.729412           -4       -98.2393218441
        8660    7     0.835294           24       -96.0449773154
        8660    8     0.941176           32       -98.0729206230
        8660    9     1.047059          -14       -94.1849548388
        8660   10     1.152941           30       -90.4744199566
        8660   11     1.258824          -18       -90.2518668565
        8660   12     1.364706          -20       -81.9205671213
        8660   13     1.470588          -18       -78.3649485313
        8660   14     1.576471           52       -88.3450277904
        8660   15     1.682353          -18       -73.4473881390
        8660   16     1.788235           -8       -67.7025913481
        8660   17     1.894118          -14       -87.3887295973
        8660   18     2.000000           18       -73.1873027385
        8670    1     0.200000           58      -100.1551723095
        8670    2     0.305882           62      -100.2517747576
        8670    3     0.411765          -50      -100.3265327926
        8670    4     0.517647           60       -99.9199981811
        8670    5     0.623529           58       -98.4853791754
        8670    6     0.729412           -6       -97.8040527823
        8670    7     0.835294           28       -91.2443659038
        8670    8     0.941176           20       -92.8428063469
        8670    9     1.047059          -42       -92.7055688422
        8670   10     1.152941          -10       -91.0643059633
        8670   11     1.258824          -28       -82.9326703712
        8670   12     1.364706          -28       -85.9453596365
        8670   13     1.470588           26       -84.9307282277
        8670   14     1.576471          -46       -90.1587725481
        8670   15     1.682353           18       -83.4421946470
        8670   16     1.788235          -10       -75.7221657399
        8670   17     1.894118           18       -74.2560729889
        8670   18     2.000000          -14       -77.6590681987
        8680    1     0.200000           58      -100.1551723095
        8680    2     0.305882          -52      -100.0913586641
        8680    3     0.411765           60      -100.1130059407
        8680    4     0.517647           60       -99.1103431818
        8680    5     0.623529           50       -99.5437480433
        8680    6     0.729412           18       -94.6838634924
        8680    7     0.835294            8       -97.1869659863
        8680    8     0.941176          -48       -96.9711486321
        8680    9     1.047059           -6       -87.8429222873
        8680   10     1.152941          -34       -88.7450490959
        8680   11     1.258824            6       -89.3058230814
        8680   12     1.364706           14       -88.8541392197
        8680   13     1.470588            0       -90.9424262402
        8680   14     1.576471           18       -85.2286374463
        8680   15     1.682353          -38       -79.5309576429
        8680   16     1.788235           36       -74.5484373457
        8680   17     1.894118          -12       -70.2051636978
        8680   18     2.000000            6       -70.0909219917
        8690    1     0.200000          -52      -100.1557395936
        8690    2     0.305882           58      -100.1551723095
        8690    3     0.411765           62       -99.7625207130
        8690    4     0.517647           64      -100.0809815586
        8690    5     0.623529           34       -95.7619996779
        8690    6     0.729412           -2       -95.7985764903
        8690    7     0.835294          -46       -93.1711576923
        8690    8     0.941176           10       -95.0436244915
        8690    9     1.047059          -10       -90.3659302174
        8690   10     1.152941           14       -90.1989508260
        8690   11     1.258824           26       -97.2741252473
        8690   12     1.364706            8       -89.4015880887
        8690   13     1.470588           30       -90.0298944062
        8690   14     1.576471           -8       -83.6755467440
        8690   15     1.682353           42       -91.3183859853
        8690   16     1.788235          -26       -67.9085615187
        8690   17     1.894118          -24       -67.1705037817
        8690   18     2.000000           10       -66.4988304051
        8700    1     0.200000          -50      -100.3265327926
        8700    2     0.305882           64      -100.2304976286
        8700    3     0.411765           58      -100.1551723095
        8700    4     0.517647           30       -95.7277617274
        8700    5     0.623529           58       -99.4046090789
        8700    6     0.729412            4       -97.9221984058
        8700    7     0.835294          -22       -93.1062357130
        8700    8     0.941176          -32       -92.4395825903
        8700    9     1.047059            2       -91.2256173331
        8700   10     1.152941           14       -97.6027533440
        8700   11     1.258824           10       -89.9048623813
        8700   12     1.364706            6       -86.8483044678
        8700   13     1.470588           20       -82.3752934944
        8700   14     1.576471           30       -76.2546320229
        8700   15     1.682353          -22       -85.0367375940
        8700   16     1.788235          -12       -73.7693702972
        8700   17     1.894118            2       -69.8462972519
        8700   18     2.000000          -18       -69.5206377991
        8710    1     0.200000           64      -100.2304976286
        8710    2     0.305882          -50      -100.3265327926
        8710    3     0.411765           58       -99.2678206499
        8710    4     0.517647           30       -98.6507825063
        8710    5     0.623529           58       -99.5486237135
        8710    6     0.729412           -2       -94.8005020995
        8710    7     0.835294           32       -94.9507147626
        8710    8     0.941176           30       -92.1692458024
        8710    9     1.047059           16       -94.4258438415
        8710   10     1.152941           -6       -94.5298716379
        8710   11     1.258824           42       -84.9353604707
        8710   12     1.364706           14       -81.9524682787
        8710   13     1.470588           32       -90.5708689918
        8710   14     1.576471           30       -90.8076169136
        8710   15     1.682353            2       -75.5147671238
        8710   16     1.788235          -12       -81.8917993084
        8710   17     1.894118          -26       -72.8262975750
        8710   18     2.000000           -8       -74.6933697417
        8720    1     0.200000           64      -100.2304976286
        8720    2     0.305882          -50      -100.0169707768
        8720    3     0.411765           58       -99.4520212654
        8720    4     0.517647           56       -99.1264357185
        8720    5     0.623529           36       -98.8340775068
        8720    6     0.729412           42       -95.4337613389
        8720    7     0.835294           10       -96.2828364961
        8720    8     0.941176           12       -88.7634787569
        8720    9     1.047059            8       -95.5707082107
        8720   10     1.152941           36       -92.8378540875
        8720   11     1.258824           -4       -87.4420932412
        8720   12     1.364706           10       -82.3082596866
        8720   13     1.470588            8       -83.4436549638
        8720   14     1.576471          -18       -87.1467080957
        8720   15     1.682353           30       -82.7101088836
        8720   16     1.788235           -8       -80.2962307280
        8720   17     1.894118          -12       -67.2244811192
        8720   18     2.000000          -10       -64.0319930843
        8730    1     0.200000          -50      -100.3265327926
        8730    2     0.305882           62       -99.7625207130
        8730    3     0.411765           60      -100.0166006291
        8730    4     0.517647           56       -99.6871953938
        8730    5     0.623529           28       -97.0510669467
        8730    6     0.729412           28       -97.0661295856
        8730    7     0.835294           26       -90.6442798506
        8730    8     0.941176            0       -93.7385987083
        8730    9     1.047059           22       -82.5268488353
        8730   10     1.152941           34       -91.4621647142
        8730   11     1.258824          -12       -88.8999673400
        8730   12     1.364706          -18       -78.3990723629
        8730   13     1.470588          -36       -83.3214296242
        8730   14     1.576471            6       -89.7696169308
        8730   15     1.682353          -20       -73.1360093392
        8730   16     1.788235           30       -69.7641700530
        8730   17     1.894118          -30       -82.7473237737
        8730   18     2.000000            6       -64.3651395066
        8740    1     0.200000          -52      -100.1557395936
        8740    2     0.305882           62      -100.2517747576
        8740    3     0.411765           64      -100.2304976286
        8740    4     0.517647           60       -99.3804341189
        8740    5     0.623529           26       -97.4568852518
        8740    6     0.729412           24       -95.1084996839
        8740    7     0.835294           26       -90.5822586381
        8740    8     0.941176           24       -89.3130661799
        8740    9     1.047059            4       -95.0983582071
        8740   10     1.152941           -8       -96.3899419599
        8740   11     1.258824           28       -93.6849657580
        8740   12     1.364706          -22       -91.0152008073
        8740   13     1.470588          -26       -85.3087367961
        8740   14     1.576471          -12       -86.3883968973
        8740   15     1.682353           12       -85.2629636368
        8740   16     1.788235           24       -85.6949984499
        8740   17     1.894118           -6       -59.2789292068
        8740   18     2.000000          -16       -58.3615871853
        8750    1     0.200000          -50      -100.3265327926
        8750    2     0.305882           58       -99.9422127418
        8750    3     0.411765           64      -100.2304976286
        8750    4     0.517647           54       -97.6695981242
        8750    5     0.623529           28       -97.2827418181
        8750    6     0.729412           30       -98.5757262031
        8750    7     0.835294           42       -93.6175905802
        8750    8     0.941176           18       -95.1683915446
        8750    9     1.047059           22       -91.4014185405
        8750   10     1.152941           -8       -90.2208930510
        8750   11     1.258824          -32       -91.0209991319
        8750   12     1.364706           26       -92.6703461817
        8750   13     1.470588            0       -81.3115969979
        8750   14     1.576471          -36       -81.3222294570
        8750   15     1.682353           22       -73.5137030118
        8750   16     1.788235           24       -80.9862501570
        8750   17     1.894118           34       -78.0467083776
        8750   18     2.000000           12       -74.6906602344
        8760    1     0.200000          -50      -100.3265327926
        8760    2     0.305882           62       -99.7625207130
        8760    3     0.411765           60      -100.1130059407
        8760    4     0.517647           60      -100.1130059407
        8760    5     0.623529           22       -96.6422790215
        8760    6     0.729412           24       -97.6839530150
        8760    7     0.835294           34       -94.4933949407
        8760    8     0.941176           34       -93.8688800136
        8760    9     1.047059           30       -92.1452041749
        8760   10     1.152941           24       -93.9361465763
        8760   11     1.258824           42       -93.7184884110
        8760   12     1.364706           18       -87.3265512938
        8760   13     1.470588          -12       -83.1202977560
        8760   14     1.576471           22       -81.6818896674
        8760   15     1.682353          -30       -79.8310643182
        8760   16     1.788235           24       -72.6980461606
        8760   17     1.894118            8       -75.0229055559
        8760   18     2.000000           26       -64.1295439065
        8770    1     0.200000          -50      -100.3265327926
        8770    2     0.305882           64      -100.2304976286
        8770    3     0.411765           64      -100.4225679565
        8770    4     0.517647           60       -99.4702327379
        8770    5     0.623529           22       -96.6303690278
        8770    6     0.729412           26       -95.6121965664
        8770    7     0.835294           34       -88.4565045327
        8770    8     0.941176           44       -90.1031187687
        8770    9     1.047059           26       -94.5905449099
        8770   10     1.152941           30       -83.3064901620
        8770   11     1.258824           36       -91.0576115465
        8770   12     1.364706           24       -85.2223711879
        8770   13     1.470588           30       -86.7240256413
        8770   14     1.576471          -14       -86.6341505363
        8770   15     1.682353           14       -78.3826440193
        8770   16     1.788235          -32       -80.5769678483
        8770   17     1.894118           30       -92.3930028496
        8770   18     2.000000          -22       -70.4285752927
        8780    1     0.200000          -50      -100.3265327926
        8780    2     0.305882           52      -100.1557395936
        8780    3     0.411765           48       -99.8585558769
        8780    4     0.517647           28       -98.2967929312
        8780    5     0.623529           56       -99.3189918147
        8780    6     0.729412           22       -94.0615065268
        8780    7     0.835294           38       -94.8138241540
        8780    8     0.941176           34       -91.2238762196
        8780    9     1.047059           30       -92.8320032235
        8780   10     1.152941           42       -91.6249322256
        8780   11     1.258824           46       -89.6543821732
        8780   12     1.364706           26       -86.2859723386
        8780   13     1.470588           20       -85.7196159868
        8780   14     1.576471           12       -87.3583833113
        8780   15     1.682353          -26       -71.7034341239
        8780   16     1.788235           24       -86.2613450530
        8780   17     1.894118          -32       -80.2306520052
        8780   18     2.000000           -6       -73.5852531214
        8790    1     0.200000           64      -100.2304976286
        8790    2     0.305882          -62       -99.9545910408
        8790    3     0.411765           30       -99.4696863546
        8790    4     0.517647           52      -100.1557395936
        8790    5     0.623529           50       -97.0946275041
        8790    6     0.729412           34       -96.3584383552
        8790    7     0.835294           20       -97.1167828989
        8790    8     0.941176           38       -96.5637288313
        8790    9     1.047059          -34       -93.9192344780
        8790   10     1.152941          -38       -87.4675852216
        8790   11     1.258824           24       -86.5624727729
        8790   12     1.364706           34       -86.6288709030
        8790   13     1.470588           14       -90.6532413981
        8790   14     1.576471           12       -81.6846990864
        8790   15     1.682353           28       -76.4981202047
        8790   16     1.788235           -8       -78.5417176033
        8790   17     1.894118           12       -70.2912144788
        8790   18     2.000000          -14       -81.3933898618
        8800    1     0.200000           64      -100.2304976286
        8800    2     0.305882           50      -100.3265327926
        8800    3     0.411765          -46       -99.3902359528
        8800    4     0.517647           50       -99.0427788536
        8800    5     0.623529           46       -94.4360818021
        8800    6     0.729412          -42       -93.5077406198
        8800    7     0.835294          -26       -95.0786287606
        8800    8     0.941176          -56       -92.8112254924
        8800    9     1.047059           30       -90.2292758517
        8800   10     1.152941           22       -89.3631805728
        8800   11     1.258824          -36       -82.2188667005
        8800   12     1.364706           16       -89.2476459016
        8800   13     1.470588           36       -90.6525079065
        8800   14     1.576471          -28       -89.8737071006
        8800   15     1.682353          -26       -79.3888475072
        8800   16     1.788235           -4       -67.4306090678
        8800   17     1.894118          -34       -84.3779881428
        8800   18     2.000000          -30       -81.7179142416
        8810    1     0.200000          -64      -100.2304976286
        8810    2     0.305882          -52      -100.0913586641
        8810    3     0.411765           50      -100.3265327926
        8810    4     0.517647          -44       -98.7172037553
        8810    5     0.623529          -38       -94.8686973528
        8810    6     0.729412           48       -97.9277122067
        8810    7     0.835294           42       -96.4015015757
        8810    8     0.941176           52       -95.7681570236
        8810    9     1.047059           38       -89.9381291941
        8810   10     1.152941           34       -88.2928419554
        8810   11     1.258824          -42       -91.2078801166
        8810   12     1.364706           12       -90.2753288633
        8810   13     1.470588          -32       -80.2216654169
        8810   14     1.576471           10       -70.8697231935
        8810   15     1.682353          -14       -82.3731528359
        8810   16     1.788235           14       -73.7334547097
        8810   17     1.894118            0       -67.8953536005
        8810   18     2.000000          -26       -70.5958011132
        8820    1     0.200000          -64      -100.2304976286
        8820    2     0.305882           54       -99.9205654652
        8820    3     0.411765          -48       -99.4346447096
        8820    4     0.517647          -42       -97.6581413273
        8820    5     0.623529          -42       -98.6870849087
        8820    6     0.729412           52       -97.5498099073
        8820    7     0.835294           40       -95.5274796596
        8820    8     0.941176          -14       -93.4714468626
        8820    9     1.047059          -24       -89.4067851021
        8820   10     1.152941          -36       -94.1859155649
        8820   11     1.258824           18       -90.9124160204
        8820   12     1.364706          -22       -88.4701161117
        8820   13     1.470588           30       -86.9487706965
        8820   14     1.576471           10       -85.5400580389
        8820   15     1.682353            6       -70.3161757149
        8820   16     1.788235           18       -76.7848349964
        8820   17     1.894118           22       -78.6866687575
        8820   18     2.000000            8       -63.9085607521
        8830    1     0.200000           64      -100.2304976286
        8830    2     0.305882          -50      -100.0169707768
        8830    3     0.411765          -46       -98.5716513274
        8830    4     0.517647          -20       -99.1764497132
        8830    5     0.623529           58       -98.8151505303
        8830    6     0.729412          -40       -96.5167970754
        8830    7     0.835294           10       -96.1992583571
        8830    8     0.941176          -36       -93.9659486925
        8830    9     1.047059           56       -95.0946812957
        8830   10     1.152941           26       -83.9944327591
        8830   11     1.258824          -44       -87.5619407847
        8830   12     1.364706           18       -88.5845079555
        8830   13     1.470588           -6       -88.2363812622
        8830   14     1.576471           42       -81.8005595172
        8830   15     1.682353          -26       -80.5278235207
        8830   16     1.788235           18       -76.7353090017
        8830   17     1.894118            4       -66.8398176277
        8830   18     2.000000           -8       -66.0167715797
        8840    1     0.200000           64      -100.2304976286
        8840    2     0.305882           50       -99.5035620624
        8840    3     0.411765           48       -99.0396282430
        8840    4     0.517647          -52      -100.0913586641
        8840    5     0.623529           24       -95.5970009475
        8840    6     0.729412          -28       -98.7529072680
        8840    7     0.835294           20       -92.6033499522
        8840    8     0.941176           36       -91.9156093448
        8840    9     1.047059          -48       -94.5810705178
        8840   10     1.152941          -34       -88.6526432141
        8840   11     1.258824           20       -88.5566658592
        8840   12     1.364706           30       -87.3659607821
        8840   13     1.470588           24       -81.8499574991
        8840   14     1.576471           38       -89.8671764455
        8840   15     1.682353          -16       -82.0989196833
        8840   16     1.788235          -16       -83.4825995633
        8840   17     1.894118            0       -72.6424677466
        8840   18     2.000000           26       -80.9829812184
        8850    1     0.200000           50      -100.3265327926
        8850    2     0.305882           64      -100.2304976286
        8850    3     0.411765          -50       -99.6877626780
        8850    4     0.517647           48       -99.0396282430
        8850    5     0.623529           30       -98.1114781219
        8850    6     0.729412          -32       -97.7348208951
        8850    7     0.835294           36       -98.6267604022
        8850    8     0.941176           14       -91.5505116811
        8850    9     1.047059          -16       -91.4591629036
        8850   10     1.152941          -44       -92.9121977351
        8850   11     1.258824           30       -85.9535197188
        8850   12     1.364706           22       -82.1936421357
        8850   13     1.470588           46       -85.9031933452
        8850   14     1.576471           26       -85.8217834034
        8850   15     1.682353          -10       -76.1853130498
        8850   16     1.788235          -40       -81.7308975914
        8850   17     1.894118           -2       -81.3234415732
        8850   18     2.000000          -12       -68.5959287582
        8860    1     0.200000           50      -100.3265327926
        8860    2     0.305882           64      -100.2304976286
        8860    3     0.411765          -50      -100.0169707768
        8860    4     0.517647          -54       -97.2023868067
        8860    5     0.623529          -16       -97.2104403557
        8860    6     0.729412           24       -97.0297154694
        8860    7     0.835294          -38       -95.5817775619
        8860    8     0.941176          -36       -91.3368433672
        8860    9     1.047059           38       -93.4882157296
        8860   10     1.152941           46       -90.5476273112
        8860   11     1.258824          -36       -93.2996722672
        8860   12     1.364706           34       -89.9299392787
        8860   13     1.470588           30       -78.3565808194
        8860   14     1.576471          -16       -86.6870929787
        8860   15     1.682353           36       -80.4389702407
        8860   16     1.788235           -4       -70.2917929587
        8860   17     1.894118          -14       -82.1309030611
        8860   18     2.000000           -8       -81.6980364527
        8870    1     0.200000           64      -100.2304976286
        8870    2     0.305882           50      -100.3265327926
        8870    3     0.411765           50      -100.0169707768
        8870    4     0.517647           56       -98.1802912131
        8870    5     0.623529           30       -98.7528808688
        8870    6     0.729412          -30       -95.2588679229
        8870    7     0.835294           48       -96.3813177774
        8870    8     0.941176           38       -89.8761859992
        8870    9     1.047059           24       -92.2961286881
        8870   10     1.152941           42       -90.0459029347
        8870   11     1.258824           28       -88.5424586612
        8870   12     1.364706          -22       -83.4116872066
        8870   13     1.470588          -30       -80.9233004055
        8870   14     1.576471           28       -90.4982142379
        8870   15     1.682353          -12       -68.2270225811
        8870   16     1.788235           28       -79.1911785845
        8870   17     1.894118          -34       -79.2499989736
        8870   18     2.000000            0       -65.1930273029
        8880    1     0.200000           64      -100.2304976286
        8880    2     0.305882           50      -100.3265327926
        8880    3     0.411765           50      -100.0169707768
        8880    4     0.517647           64       -99.9522196997
        8880    5     0.623529           36       -96.7633611047
        8880    6     0.729412           42       -96.8966048882
        8880    7     0.835294          -14       -88.6105029455
        8880    8     0.941176           16       -89.7842540909
        8880    9     1.047059           38       -93.1842015214
        8880   10     1.152941           32       -87.8107780989
        8880   11     1.258824           22       -91.6373472030
        8880   12     1.364706           16       -79.0020495213
        8880   13     1.470588           22       -84.6515255096
        8880   14     1.576471           -4       -79.2726229585
        8880   15     1.682353           -8       -79.9349554385
        8880   16     1.788235           -8       -68.2458814648
        8880   17     1.894118           -2       -74.2737526819
        8880   18     2.000000          -20       -75.7881836513
        8890    1     0.200000           52      -100.1557395936
        8890    2     0.305882           62       -99.7625207130
        8890    3     0.411765           50       -99.5437480433
        8890    4     0.517647           60       -98.2051991211
        8890    5     0.623529           38       -94.9001208337
        8890    6     0.729412           32       -96.8065732115
        8890    7     0.835294           18       -94.5258609917
        8890    8     0.941176          -20       -95.9000751292
        8890    9     1.047059           36       -91.1987986892
        8890   10     1.152941           22       -90.5909414362
        8890   11     1.258824           -8       -87.0799278036
        8890   12     1.364706          -16       -80.0373007085
        8890   13     1.470588            0       -84.1527195747
        8890   14     1.576471            6       -82.3841726574
        8890   15     1.682353            4       -80.0667330973
        8890   16     1.788235           -6       -74.0372535368
        8890   17     1.894118          -32       -72.1055030004
        8890   18     2.000000            8       -59.0307214386
        8900    1     0.200000           50      -100.3265327926
        8900    2     0.305882           50      -100.3265327926
        8900    3     0.411765           64      -100.2304976286
        8900    4     0.517647           60       -99.7194169124
        8900    5     0.623529           38       -94.5940280658
        8900    6     0.729412           22       -95.4011308212
        8900    7     0.835294           32       -95.8877101075
        8900    8     0.941176            0       -91.6585145489
        8900    9     1.047059           -6       -93.5248187526
        8900   10     1.152941          -20       -91.3844697219
        8900   11     1.258824           34       -89.2924970779
        8900   12     1.364706           12       -89.0990970518
        8900   13     1.470588          -30       -84.7426517414
        8900   14     1.576471           -8       -75.8863964948
        8900   15     1.682353           12       -80.6881507882
        8900   16     1.788235          -20       -70.3201872804
        8900   17     1.894118           -8       -72.1307296030
        8900   18     2.000000           10       -72.8094920253
        8910    1     0.200000           50      -100.3265327926
        8910    2     0.305882           50      -100.3265327926
        8910    3     0.411765          -52      -100.1557395936
        8910    4     0.517647          -52      -100.0913586641
        8910    5     0.623529           24       -97.0176427060
        8910    6     0.729412           40       -97.0045947335
        8910    7     0.835294           16       -94.7345051426
        8910    8     0.941176           26       -94.8720871489
        8910    9     1.047059          -32       -95.3661920793
        8910   10     1.152941          -12       -89.2770187360
        8910   11     1.258824           22       -90.5474595985
        8910   12     1.364706           28       -87.2798195764
        8910   13     1.470588          -34       -78.6783062914
        8910   14     1.576471          -16       -82.4112288914
        8910   15     1.682353           -2       -77.7046616497
        8910   16     1.788235            2       -76.6140526735
        8910   17     1.894118          -18       -73.8158566826
        8910   18     2.000000           -4       -68.3675422292
        8920    1     0.200000           50      -100.3265327926
        8920    2     0.305882           62       -99.7625207130
        8920    3     0.411765          -62      -100.2517747576
        8920    4     0.517647          -52       -99.3937498497
        8920    5     0.623529           16       -95.6481903003
        8920    6     0.729412           36       -91.2171375161
        8920    7     0.835294           24       -92.9844393511
        8920    8     0.941176          -42       -95.2632956754
        8920    9     1.047059           20       -91.3550289734
        8920   10     1.152941           -2       -90.5032698593
        8920   11     1.258824          -32       -86.8047166777
        8920   12     1.364706          -32       -81.0319455574
        8920   13     1.470588           20       -85.6353927142
        8920   14     1.576471           -6       -91.5227221625
        8920   15     1.682353          -18       -88.9754718828
        8920   16     1.788235          -32       -76.4042022613
        8920   17     1.894118           24       -80.4218717739
        8920   18     2.000000            0       -73.0991907226
        8930    1     0.200000           64      -100.2304976286
        8930    2     0.305882           52      -100.0913586641
        8930    3     0.411765          -50      -100.3265327926
        8930    4     0.517647          -62      -100.1873938281
        8930    5     0.623529          -34       -98.2302298099
        8930    6     0.729412          -36       -94.1795307436
        8930    7     0.835294          -34       -94.6985921844
        8930    8     0.941176           34       -95.5993102724
        8930    9     1.047059            2       -93.0643399102
        8930   10     1.152941           -6       -84.6854008150
        8930   11     1.258824           30       -92.7870009114
        8930   12     1.364706           28       -86.3971482749
        8930   13     1.470588           26       -78.7018279923
        8930   14     1.576471           16       -87.5296520641
        8930   15     1.682353           28       -86.8668737772
        8930   16     1.788235           18       -79.0961429284
        8930   17     1.894118           -8       -72.5136636103
        8930   18     2.000000            6       -75.0544989482
        8940    1     0.200000           64      -100.2304976286
        8940    2     0.305882          -48       -99.8585558769
        8940    3     0.411765           50      -100.3265327926
        8940    4     0.517647          -62       -99.7814265007
        8940    5     0.623529          -28       -98.5725047216
        8940    6     0.729412          -50       -91.6653974237
        8940    7     0.835294          -32       -94.2637249821
        8940    8     0.941176          -34       -94.0251559793
        8940    9     1.047059          -24       -87.6493997111
        8940   10     1.152941           56       -95.1977939464
        8940   11     1.258824            2       -87.0063934918
        8940   12     1.364706           26       -77.9540300819
        8940   13     1.470588           38       -87.3952026524
        8940   14     1.576471           24       -80.4460724183
        8940   15     1.682353            8       -77.2749250911
        8940   16     1.788235          -26       -67.8655951883
        8940   17     1.894118            6       -73.2814613169
        8940   18     2.000000          -10       -71.2974771684
        8950    1     0.200000           64      -100.2304976286
        8950    2     0.305882          -52       -99.8461775778
        8950    3     0.411765          -58       -99.1316203107
        8950    4     0.517647           54       -99.8617267654
        8950    5     0.623529          -56       -96.4165089914
        8950    6     0.729412          -32       -98.0590751433
        8950    7     0.835294          -32       -90.7013019326
        8950    8     0.941176          -40       -93.4103051518
        8950    9     1.047059           42       -93.6146880829
        8950   10     1.152941          -26       -88.8687389728
        8950   11     1.258824            0       -80.6647103932
        8950   12     1.364706          -12       -79.5486513960
        8950   13     1.470588           20       -87.1750637657
        8950   14     1.576471           12       -84.1264058033
        8950   15     1.682353           -2       -73.7621884149
        8950   16     1.788235           30       -77.6740466465
        8950   17     1.894118          -18       -72.2585205514
        8950   18     2.000000           -4       -66.2260911235
        8960    1     0.200000           64      -100.2304976286
        8960    2     0.305882           62      -100.1873938281
        8960    3     0.411765           54       -99.8617267654
        8960    4     0.517647          -50       -96.9641968767
        8960    5     0.623529           56       -99.5029947783
        8960    6     0.729412           22       -94.9630687394
        8960    7     0.835294           16       -93.4018331130
        8960    8     0.941176           46       -95.2282860614
        8960    9     1.047059          -32       -91.4304697004
        8960   10     1.152941            8       -85.8083578027
        8960   11     1.258824           -6       -89.6780810612
        8960   12     1.364706           16       -89.0070134310
        8960   13     1.470588           -2       -78.7882150169
        8960   14     1.576471          -26       -76.7522135115
        8960   15     1.682353           14       -76.1382262479
        8960   16     1.788235          -24       -79.6406403323
        8960   17     1.894118           26       -75.4988403931
        8960   18     2.000000            6       -75.7757591121
